gameid,winning_team,100_TOP_avg_game_time,100_TOP_positions_played,100_TOP_avg_kda,100_TOP_avg_kp,100_TOP_avg_vision,100_TOP_avg_cs,100_TOP_goldpm,100_TOP_dmgpm,100_TOP_dmg_to_obj_pm,100_TOP_wr,100_TOP_tier,100_TOP_rank,100_TOP_lp,100_TOP_wins,100_TOP_losses,100_TOP_veteran,100_TOP_inactive,100_TOP_freshblood,100_TOP_hotstreak,100_TOP_role_total_played,100_TOP_role_wr,100_TOP_champ_games_played,100_TOP_champ_winrate,100_JUNGLE_avg_game_time,100_JUNGLE_positions_played,100_JUNGLE_avg_kda,100_JUNGLE_avg_kp,100_JUNGLE_avg_vision,100_JUNGLE_avg_cs,100_JUNGLE_goldpm,100_JUNGLE_dmgpm,100_JUNGLE_dmg_to_obj_pm,100_JUNGLE_wr,100_JUNGLE_tier,100_JUNGLE_rank,100_JUNGLE_lp,100_JUNGLE_wins,100_JUNGLE_losses,100_JUNGLE_veteran,100_JUNGLE_inactive,100_JUNGLE_freshblood,100_JUNGLE_hotstreak,100_JUNGLE_role_total_played,100_JUNGLE_role_wr,100_JUNGLE_champ_games_played,100_JUNGLE_champ_winrate,100_MIDDLE_avg_game_time,100_MIDDLE_positions_played,100_MIDDLE_avg_kda,100_MIDDLE_avg_kp,100_MIDDLE_avg_vision,100_MIDDLE_avg_cs,100_MIDDLE_goldpm,100_MIDDLE_dmgpm,100_MIDDLE_dmg_to_obj_pm,100_MIDDLE_wr,100_MIDDLE_tier,100_MIDDLE_rank,100_MIDDLE_lp,100_MIDDLE_wins,100_MIDDLE_losses,100_MIDDLE_veteran,100_MIDDLE_inactive,100_MIDDLE_freshblood,100_MIDDLE_hotstreak,100_MIDDLE_role_total_played,100_MIDDLE_role_wr,100_MIDDLE_champ_games_played,100_MIDDLE_champ_winrate,100_BOTTOM_avg_game_time,100_BOTTOM_positions_played,100_BOTTOM_avg_kda,100_BOTTOM_avg_kp,100_BOTTOM_avg_vision,100_BOTTOM_avg_cs,100_BOTTOM_goldpm,100_BOTTOM_dmgpm,100_BOTTOM_dmg_to_obj_pm,100_BOTTOM_wr,100_BOTTOM_tier,100_BOTTOM_rank,100_BOTTOM_lp,100_BOTTOM_wins,100_BOTTOM_losses,100_BOTTOM_veteran,100_BOTTOM_inactive,100_BOTTOM_freshblood,100_BOTTOM_hotstreak,100_BOTTOM_role_total_played,100_BOTTOM_role_wr,100_BOTTOM_champ_games_played,100_BOTTOM_champ_winrate,100_UTILITY_avg_game_time,100_UTILITY_positions_played,100_UTILITY_avg_kda,100_UTILITY_avg_kp,100_UTILITY_avg_vision,100_UTILITY_avg_cs,100_UTILITY_goldpm,100_UTILITY_dmgpm,100_UTILITY_dmg_to_obj_pm,100_UTILITY_wr,100_UTILITY_tier,100_UTILITY_rank,100_UTILITY_lp,100_UTILITY_wins,100_UTILITY_losses,100_UTILITY_veteran,100_UTILITY_inactive,100_UTILITY_freshblood,100_UTILITY_hotstreak,100_UTILITY_role_total_played,100_UTILITY_role_wr,100_UTILITY_champ_games_played,100_UTILITY_champ_winrate,200_TOP_avg_game_time,200_TOP_positions_played,200_TOP_avg_kda,200_TOP_avg_kp,200_TOP_avg_vision,200_TOP_avg_cs,200_TOP_goldpm,200_TOP_dmgpm,200_TOP_dmg_to_obj_pm,200_TOP_wr,200_TOP_tier,200_TOP_rank,200_TOP_lp,200_TOP_wins,200_TOP_losses,200_TOP_veteran,200_TOP_inactive,200_TOP_freshblood,200_TOP_hotstreak,200_TOP_role_total_played,200_TOP_role_wr,200_TOP_champ_games_played,200_TOP_champ_winrate,200_JUNGLE_avg_game_time,200_JUNGLE_positions_played,200_JUNGLE_avg_kda,200_JUNGLE_avg_kp,200_JUNGLE_avg_vision,200_JUNGLE_avg_cs,200_JUNGLE_goldpm,200_JUNGLE_dmgpm,200_JUNGLE_dmg_to_obj_pm,200_JUNGLE_wr,200_JUNGLE_tier,200_JUNGLE_rank,200_JUNGLE_lp,200_JUNGLE_wins,200_JUNGLE_losses,200_JUNGLE_veteran,200_JUNGLE_inactive,200_JUNGLE_freshblood,200_JUNGLE_hotstreak,200_JUNGLE_role_total_played,200_JUNGLE_role_wr,200_JUNGLE_champ_games_played,200_JUNGLE_champ_winrate,200_MIDDLE_avg_game_time,200_MIDDLE_positions_played,200_MIDDLE_avg_kda,200_MIDDLE_avg_kp,200_MIDDLE_avg_vision,200_MIDDLE_avg_cs,200_MIDDLE_goldpm,200_MIDDLE_dmgpm,200_MIDDLE_dmg_to_obj_pm,200_MIDDLE_wr,200_MIDDLE_tier,200_MIDDLE_rank,200_MIDDLE_lp,200_MIDDLE_wins,200_MIDDLE_losses,200_MIDDLE_veteran,200_MIDDLE_inactive,200_MIDDLE_freshblood,200_MIDDLE_hotstreak,200_MIDDLE_role_total_played,200_MIDDLE_role_wr,200_MIDDLE_champ_games_played,200_MIDDLE_champ_winrate,200_BOTTOM_avg_game_time,200_BOTTOM_positions_played,200_BOTTOM_avg_kda,200_BOTTOM_avg_kp,200_BOTTOM_avg_vision,200_BOTTOM_avg_cs,200_BOTTOM_goldpm,200_BOTTOM_dmgpm,200_BOTTOM_dmg_to_obj_pm,200_BOTTOM_wr,200_BOTTOM_tier,200_BOTTOM_rank,200_BOTTOM_lp,200_BOTTOM_wins,200_BOTTOM_losses,200_BOTTOM_veteran,200_BOTTOM_inactive,200_BOTTOM_freshblood,200_BOTTOM_hotstreak,200_BOTTOM_role_total_played,200_BOTTOM_role_wr,200_BOTTOM_champ_games_played,200_BOTTOM_champ_winrate,200_UTILITY_avg_game_time,200_UTILITY_positions_played,200_UTILITY_avg_kda,200_UTILITY_avg_kp,200_UTILITY_avg_vision,200_UTILITY_avg_cs,200_UTILITY_goldpm,200_UTILITY_dmgpm,200_UTILITY_dmg_to_obj_pm,200_UTILITY_wr,200_UTILITY_tier,200_UTILITY_rank,200_UTILITY_lp,200_UTILITY_wins,200_UTILITY_losses,200_UTILITY_veteran,200_UTILITY_inactive,200_UTILITY_freshblood,200_UTILITY_hotstreak,200_UTILITY_role_total_played,200_UTILITY_role_wr,200_UTILITY_champ_games_played,200_UTILITY_champ_winrate
Game ID,Winning Team,Top average game time across past 10 games,Top position played in past 10 games,Top average kda in past 10 games,Top average kill participation in past 10 games,Top average vision score in past 10 games,Top average CS score in past 10 games,Top average gold/min in past 10 games,Top avg damage per min in past 10 games,Top average damage to objectives per minute in the past 10 games,Top winrate in past 10 games,"Top tier(eg. Bronze I, Bronze is the tier)","Eg. Bronze I, I is the rank",Top LP,Top total ranked wins,Top total ranked losses,Is top veteran(played a lot of games in their current division),Is top inactive,Is top freshblood(new to their division),Is top on a hotstreak(3+ wins in a row),Top total number of TOP games played,Top's winrate on TOP,TOP's number of games played on their current champ,Top's wr on their current champ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
